Paise              | score=0.9637
Kerris             | score=0.9620
Mayamo             | score=0.9287
Sueko              | score=0.9637
Kowama             | score=1.0110
Baxiara            | score=0.9967
Onji               | score=0.9382
Cachita            | score=1.0071
Adma               | score=0.9384
Chizo              | score=0.9636
Gako               | score=0.9714
Yujisak            | score=1.0074
Odori              | score=0.9965
Katsugi            | score=1.0065
Shgcron            | score=0.6357
Kosai              | score=0.9637
Ushin              | score=0.9620
Tomoto             | score=1.0213
Makishi            | score=1.0064
Furakaw            | score=1.0294
Misu               | score=0.9714
Hoou               | score=0.8784
Sachiki            | score=1.0068
Elindro            | score=0.8422
Shirosh            | score=0.9195
Amasaki            | score=1.0398
Queriza            | score=0.9966
Katsuka            | score=1.0059
Sidist             | score=0.9620
İyago              | score=0.9350
Jiko               | score=0.9714
Kinotsu            | score=1.0073
Saha               | score=0.9713
Hanna              | score=0.9631
Lindara            | score=1.0074
Hatsuko            | score=1.0060
Otshie             | score=0.7909
Hose               | score=0.9714
Aswana             | score=0.9780
Nara               | score=0.9708
Eoshibe            | score=0.9740
Eleko              | score=0.9967
Shuto              | score=0.9637
Korishi            | score=1.0068
Selyri             | score=1.0219
Santer             | score=0.9619
Durshna            | score=0.7667
Anester            | score=1.0074
Stelgen            | score=0.9206
Bessa              | score=0.9635
Tooba              | score=0.9637
Bhebban            | score=0.9207
Yamakan            | score=1.0068
Maeji              | score=0.9637
Chisuni            | score=1.0076
Nepsa              | score=0.9637
Smurin             | score=0.9619
Rumimi             | score=1.0217
Monjo              | score=0.9636
Koni               | score=0.9713
Tsube              | score=0.9634
Blyntet            | score=0.9207
Neis               | score=0.9384
Notsu              | score=0.9635
Velina             | score=1.0217
Yatsumi            | score=0.9732
Yoshiya            | score=0.8538
Hou                | score=0.9131
Biya               | score=0.8784
Sagi               | score=0.9711
Shing              | score=0.8757
Mabura             | score=1.0219
Sypla              | score=0.9637
Hordins            | score=0.9207
Morinoe            | score=1.0072
Goki               | score=0.9714
Saterac            | score=1.0405
Keriyam            | score=0.9744
Muratsu            | score=1.0064
Minatsu            | score=1.0063
Mowan              | score=0.9857
Sazai              | score=0.9637
Serthet            | score=0.8437
Lilton             | score=0.9620
Haase              | score=0.9637
Mosa               | score=0.9713
Romai              | score=0.9636
Tsumo              | score=0.9631
Kinakaw            | score=1.0290
Jarpets            | score=0.9207
Mochi              | score=0.9634
Sethel             | score=0.9620
Magini             | score=1.0220
Aliva              | score=0.9967
Kiyum              | score=0.9307
Yokoko             | score=0.9617
Mikagi             | score=1.0215
Kanogam            | score=1.0405
Daima              | score=0.9636
Ungai              | score=0.9307
Hatamat            | score=1.0402
Aaur               | score=0.8784
Vially             | score=0.9560
Morikaw            | score=1.0288
Nanaura            | score=1.0075
Byraste            | score=1.0076
Sagari             | score=1.0218
Anater             | score=1.0219
Marlan             | score=0.9619
Lenian             | score=0.9889
Angenip            | score=1.0076
Kanashi            | score=1.0065
Chynche            | score=0.8107
Hamayo             | score=0.9288
Ruari              | score=0.9636
Xio                | score=0.9021
Nabure             | score=1.0220
Arwonia            | score=0.9636
Awabi              | score=0.9857
Parmen             | score=0.9619
Tsuzuki            | score=1.0071
Dairi              | score=0.9636
Maruen             | score=0.9887
Shiroda            | score=1.0065
Yurigor            | score=1.0075
Momoto             | score=1.0213
Gai                | score=0.9131
Becto              | score=0.9637
Evendit            | score=1.0077
Chinosa            | score=1.0072
Alvyra             | score=0.9890
Elmy               | score=0.9384
Kapia              | score=0.9637
İkuyamo            | score=0.9063
Marite             | score=1.0214
Kitahar            | score=1.0404
Antwyn             | score=0.8410
Krishia            | score=0.9407
İlathli            | score=0.8834
Agono              | score=0.9966
Meibash            | score=0.9747
Chekis             | score=0.9620
Ersk               | score=0.8014
Angerta            | score=0.9744
Akika              | score=0.9966
Uzumi              | score=0.9962
Regenri            | score=1.0077
Arfyan             | score=0.9560
Hans               | score=0.9114
Morigit            | score=1.0402
Khouse             | score=0.9559
Zao                | score=0.9131
İnari              | score=0.9889
Hamakaw            | score=1.0294
Cush               | score=0.9114
Ulena              | score=0.9965
Sumuro             | score=1.0219
Moritso            | score=1.0072
Yujou              | score=0.8765
Fujiro             | score=1.0216
Sudou              | score=0.9635
Nemita             | score=1.0219
Daid               | score=0.9383
Homotas            | score=1.0407
Eiwara             | score=0.9508
Kellith            | score=0.9205
Runiel             | score=0.9889
Chiono             | score=0.9560
Fujiko             | score=1.0216
Tomibar            | score=1.0405
Makizuh            | score=1.0403
Beanwwy            | score=0.8427
Kachiro            | score=1.0067
Surubao            | score=1.0076
Okoto              | score=0.9964
İnachi             | score=0.9743
Phalgan            | score=0.9207
Alyva              | score=0.9967
Asakada            | score=1.0399
Ula                | score=0.9461
Lianhea            | score=0.9416
Mayuna             | score=0.9288
İse                | score=0.9384
Ootaish            | score=0.9416
Aritano            | score=1.0404
Mariell            | score=0.9733
Corynis            | score=1.0407
Kiwori             | score=1.0110
Jujima             | score=1.0216
Homoku             | score=1.0219
Mitsumi            | score=1.0066
Kayu               | score=0.8783
Daika              | score=0.9636
Yanna              | score=0.9302
Nalkert            | score=0.9207
Shiyo              | score=0.8974
Yoshio             | score=0.8947
Sandar             | score=0.9617
Gubk               | score=0.9114
Minader            | score=1.0404
Miriko             | score=1.0215
Miris              | score=0.9962
Fumiho             | score=1.0217
Miyan              | score=0.9293
Kushime            | score=1.0065
Nagari             | score=1.0217
Sorasak            | score=1.0402
Valia              | score=0.9635
Reh                | score=0.9461
Ootohit            | score=1.0076
Nagisay            | score=1.0073
Ounoshi            | score=0.9740
Bubea              | score=0.9637
Katsumi            | score=1.0061
İrisu              | score=0.9889
Kandah             | score=0.9618
Paedina            | score=1.0077
Duemon             | score=0.9889
İddis              | score=0.9560
Tukishi            | score=1.0067
Konogay            | score=1.0076
Deuis              | score=0.9307
Wail               | score=0.9274
Sonori             | score=1.0217
Hikaki             | score=1.0215
Eloter             | score=1.0220
Miyata             | score=0.9281
Oliwi              | score=0.9857
Kikure             | score=1.0217
Kariel             | score=0.9877
Achiwaw            | score=0.9852
Noshama            | score=1.0076
Sakurom            | score=1.0398
Ootora             | score=0.9618
Naderam            | score=1.0405
Gabifat            | score=1.0407
Arius              | score=0.9636
Sagi               | score=0.9711
Brumu              | score=0.9637
Morisa             | score=1.0211
Elwyn              | score=0.9525
Liara              | score=0.9636
Chiko              | score=0.9629
Oousaga            | score=0.9206
Homeko             | score=1.0219
Babhra             | score=0.8520
Watber             | score=0.9510
Tanaho             | score=1.0219
Mirache            | score=1.0075
Maudic             | score=0.9890
Mastert            | score=0.9204
Gaglo              | score=0.9637
Kanihig            | score=1.0407
Cammon             | score=0.9620
Ebochi             | score=0.9889
Serynd             | score=0.9619
Haruti             | score=1.0214
Hatsuki            | score=1.0058
Keeda              | score=0.9637
Jisha              | score=0.9635
Nite               | score=0.9714
Kadela             | score=1.0219
Akabaki            | score=1.0405
Aquamac            | score=0.9966
Magisu             | score=1.0219
Pontis             | score=0.9620
Chichib            | score=0.9203
Genri              | score=0.9636
Pokus              | score=0.9967
Yotsu              | score=0.9304
Nighril            | score=0.8436
Ringi              | score=0.9637
Nop                | score=0.9461
Sayahar            | score=0.9745
Tleenia            | score=0.9416
Harumor            | score=1.0402
Motou              | score=0.9630
Savati             | score=1.0219
Reest              | score=0.9307
Saowa              | score=0.9527
Taobe              | score=0.9637
Mayusaw            | score=0.9636
Erita              | score=0.9964
Alille             | score=0.9889
İldense            | score=0.9604
Konei              | score=0.9637
Sonka              | score=0.9637
Yuhel              | score=0.9637
Nisshar            | score=0.8436
Kiha               | score=0.9710
Kotoji             | score=1.0218
İn                 | score=0.9131
Mena               | score=0.9714
Kotou              | score=0.9634
Kaou               | score=0.8784
Yamata             | score=0.9608
Ustanda            | score=0.9745
Kanusha            | score=1.0076
Tame               | score=0.9714
Yamako             | score=0.9610
Abphran            | score=0.7667
Mokazam            | score=1.0404
Quanter            | score=0.9636
Battone            | score=1.0076
Eletira            | score=1.0407
Morth              | score=0.7996
Miyot              | score=0.9306
Mirioli            | score=1.0076
Sairan             | score=0.9888
Mura               | score=0.9698
Yoguse             | score=0.9620
Anzen              | score=0.9637
Paelett            | score=0.9746
Chpia              | score=0.8207
Ersh               | score=0.8014
Ookashi            | score=0.9736
Kurahar            | score=1.0401
Akinoma            | score=1.0402
Akia               | score=0.9114
Tenme              | score=0.9637
Higamin            | score=1.0403
Oogori             | score=0.9620
Aogahar            | score=1.0076
Horikaw            | score=1.0292
Umu                | score=0.9461
Akaha              | score=0.9965
Fairy              | score=0.9637
Mayur              | score=0.9304
Kasushi            | score=1.0072
Youka              | score=0.8762
Madeha             | score=1.0220
Hanpko             | score=0.8520
Sanzaki            | score=1.0073
Ginko              | score=0.9636
Tooguri            | score=1.0076
Machare            | score=1.0074
Kyrng              | score=0.7997
Hanakiy            | score=1.0072
Molan              | score=0.9967
Chostro            | score=0.8107
Sasakay            | score=1.0068
Sengou             | score=0.9559
Yasabes            | score=1.0076
İkagi              | score=0.9889
Anice              | score=0.9966
Vercark            | score=0.9207
Batpein            | score=0.9747
Daiurca            | score=0.9417
Eiris              | score=0.9633
Okato              | score=0.9966
Kangong            | score=0.9207
Torosak            | score=1.0405
Kojiko             | score=1.0219
Pacil              | score=0.9967
Ciloith            | score=0.9747
Chasnic            | score=0.9207
Calynni            | score=1.0076
Nontari            | score=1.0076
Shug               | score=0.9114
Esmatis            | score=1.0076
Hanakam            | score=1.0395
Ariev              | score=0.9632
Merfibe            | score=1.0077
Dertett            | score=0.9207
Hanugou            | score=1.0077
Kookaha            | score=1.0076
Endart             | score=0.9289
Astriei            | score=0.8317
Eftten             | score=0.8520
Tonya              | score=0.9637
Shiroom            | score=0.9735
Noshino            | score=1.0062
Aihou              | score=0.8766
Charba             | score=0.9288
Peline             | score=1.0217
Brinste            | score=0.8106
Shinomi            | score=1.0066
Youno              | score=0.8766
Maryzal            | score=1.0407
Tarshi             | score=0.8520
Enione             | score=0.9619
Amachiz            | score=1.0071
Beria              | score=0.9634
Wod                | score=0.9351
Lody               | score=0.9714
Yakuka             | score=0.9619
Konono             | score=1.0217
Meris              | score=0.9965
Woslen             | score=0.9510
Ryon               | score=0.9384
Tirmari            | score=1.0073
Elean              | score=0.9635
Morgon             | score=0.9620
Arcathe            | score=0.9746
Kuizuki            | score=1.0073
Yaigi              | score=0.8767
Brosghw            | score=0.6687
Bender             | score=0.9619
Makayo             | score=0.9288
Narie              | score=0.9630
Nanihar            | score=1.0404
Com                | score=0.9461
Keira              | score=0.9635
Seora              | score=0.9637
Meiri              | score=0.9637
Kaith              | score=0.9307
Linet              | score=0.9965
Csha               | score=0.8014
Chiyou             | score=0.8627
Mizugaw            | score=1.0294
Saizume            | score=1.0076
Kzart              | score=0.8767
Adelth             | score=0.8519
Assyner            | score=1.0077
Angfo              | score=0.8537
Hoshika            | score=1.0065
Sharay             | score=0.9551
Wevaste            | score=0.9966
Kariwa             | score=1.0108
Madosa             | score=1.0220
Sarako             | score=1.0216
Gitria             | score=0.9560
Kakigur            | score=1.0405
Asca               | score=0.9384
Corton             | score=0.9620
Urari              | score=0.9966
Lubette            | score=1.0075
Abchara            | score=0.8970
Seree              | score=0.9636
Yokomi             | score=0.9617
Condita            | score=1.0077
Bloobe             | score=0.9560
Chantha            | score=0.8105
Wagla              | score=0.9527
Lail               | score=0.9384
Anti               | score=0.9383
Tayamo             | score=0.9287
Outori             | score=0.9617
Auswan             | score=0.9450
Momie              | score=0.9636
İnio               | score=0.9037
Bragdet            | score=0.9207
Mikaka             | score=1.0215
Kitiko             | score=1.0220
İzana              | score=0.9890
Aratsus            | score=1.0066
Mody               | score=0.9714
Tarei              | score=0.9637
Oora               | score=0.9114
İlvia              | score=0.9230
Ring               | score=0.9113
Tayuka             | score=0.9287
Orka               | score=0.9384
Gylfayb            | score=0.9747
Asakagi            | score=1.0398
Minty              | score=0.9637
Kynikaw            | score=1.0295
Saeita             | score=0.9290
Edetta             | score=0.9889
Honka              | score=0.9637
Angra              | score=0.8537
Mijiro             | score=1.0219
Eyna               | score=0.9114
Solitan            | score=1.0405
Enam               | score=0.9714
Hosoda             | score=1.0220
Furuko             | score=1.0217
Misaset            | score=1.0405
Chura              | score=0.9636
Doroth             | score=0.9618
Arsa               | score=0.9384
İnan               | score=0.9637
Entonin            | score=1.0077
Sanyous            | score=0.9747
Angrict            | score=0.8107
Hogako             | score=1.0220
Shirano            | score=1.0064
Rotsuna            | score=1.0073
Karigam            | score=1.0405
Koyo               | score=0.8783
Usgar              | score=0.9637
Kashiro            | score=1.0055
Kuratom            | score=1.0401
Hagayam            | score=0.9745
Fecer              | score=0.9967
Katsuka            | score=1.0059
Sudata             | score=1.0220
Kayari             | score=0.9288
Ezilya             | score=0.9620
Aobase             | score=0.9619
Doowann            | score=0.9637
Poria              | score=0.9636
Nolla              | score=0.9637
Namizuy            | score=1.0071
İthpina            | score=0.8834
Kayuko             | score=0.9288
Omokojo            | score=1.0406
Bot                | score=0.9461
Zaral              | score=0.9966
Shiwara            | score=0.9964
Ougis              | score=0.9636
Kuroriy            | score=1.0074
Mimch              | score=0.7997
Aljonpe            | score=0.9747
Hieshid            | score=0.9745
Rih                | score=0.9461
İkasa              | score=0.9888
Araya              | score=0.8767
Victoia            | score=0.9416
Selle              | score=0.9631
Kanaya             | score=0.9286
İsazuha            | score=1.0263
Kishii             | score=0.9546
Noshimo            | score=1.0064
Miregat            | score=1.0407
Kanes              | score=0.9963
Hele               | score=0.9713
Yamabe             | score=0.9611
Yoshimo            | score=0.9733
Atsumiy            | score=0.9731
Kinoha             | score=1.0214
Veginne            | score=1.0076
Kuromi             | score=1.0215
Aster              | score=0.9632
Haizori            | score=1.0077
Hakakan            | score=1.0405
Yashino            | score=0.9728
Mootahi            | score=1.0076
İlvetti            | score=0.9604
Miyasak            | score=0.9736
Kagina             | score=1.0219
Mayo               | score=0.8783
Elwen              | score=0.9526
Bistone            | score=1.0076
Urumina            | score=1.0401
Ragisa             | score=1.0216
Airy               | score=0.9114
Blachla            | score=0.8106
Risica             | score=1.0220
Belthra            | score=0.7666
Shikako            | score=1.0071
Beiphra            | score=0.8647
Kuronoj            | score=1.0404
Chihon             | score=0.9618
Lister             | score=0.9617
Canith             | score=0.9619
Horo               | score=0.9713
Cordtyl            | score=0.8437
Valend             | score=0.9618
Marora             | score=1.0220
Anagiza            | score=1.0404
Miishi             | score=0.9549
Nakanom            | score=1.0400
Chisawa            | score=0.9962
Tokishi            | score=1.0066
Ansheor            | score=0.8646
Kanuha             | score=1.0220
Barmebi            | score=1.0077
Daittia            | score=0.9417
Aibatsu            | score=0.9738
Yaba               | score=0.9114
Meijin             | score=0.9890
Makiha             | score=1.0214
Chiyori            | score=0.9414
İnebara            | score=1.0262
Takiyo             | score=0.9287
Manihar            | score=1.0405
Tateri             | score=1.0218
Pesta              | score=0.9636
Ashino             | score=0.9867
Anngy              | score=0.8537
Zelecti            | score=1.0077
Toyana             | score=0.9288
Andra              | score=0.7979
Marbard            | score=0.9206
Kamorid            | score=1.0402
İsaka              | score=0.9884
Kasura             | score=1.0218
Liliel             | score=0.9888
Martecy            | score=1.0076
Bullou             | score=0.9560
Miyazak            | score=0.9738
Fierla             | score=0.9560
Shighir            | score=0.9206
Muiro              | score=0.9637
Sorelia            | score=1.0075
İtsusa             | score=0.9746
Kamino             | score=1.0213
Shiraka            | score=1.0064
Charly             | score=0.9288
Tsuyihi            | score=0.9416
Kamohar            | score=1.0405
Koimis             | score=0.9890
Takatsu            | score=1.0063
Wantede            | score=0.9967
Laesina            | score=1.0077
Kono               | score=0.9710
Homoto             | score=1.0215
Karshar            | score=0.8436
Oshirou            | score=0.9729
Uly                | score=0.9461
Amalra             | score=0.9890
Matsuyo            | score=0.9405
Enwen              | score=0.9526
Akamura            | score=1.0399
Takano             | score=1.0211
Sugiha             | score=1.0218
Naurasc            | score=0.9746
Mizuya             | score=0.9287
Nobstre            | score=0.7666
Tarieg             | score=0.9886
Calole             | score=1.0220
Lud                | score=0.9461
Hieda              | score=0.9637
Arka               | score=0.9384
Oous               | score=0.8784
Zenosin            | score=1.0407
Yurazab            | score=1.0076
Myou               | score=0.8784
Karisai            | score=1.0072
Akanomi            | score=1.0402
Maguri             | score=1.0218
Aimishi            | score=0.9738
Ko                 | score=0.9208
Azan               | score=0.9713
Habosaw            | score=1.0297
Kuori              | score=0.9637
Shigiji            | score=1.0075
Damiria            | score=1.0075
İyori              | score=0.9349
Kagara             | score=1.0217
Hatsuma            | score=1.0064
Cortenc            | score=0.9207
Yuumoro            | score=0.9206
Taritam            | score=1.0404
Oostste            | score=0.7877
Lananch            | score=0.8436
Omogosh            | score=1.0077
Ahojo              | score=0.9967
Oniomi             | score=0.9620
Shahala            | score=1.0077
Hosaki             | score=1.0213
Yon                | score=0.9131
Miyumi             | score=0.9288
Loute              | score=0.9636
Maelia             | score=0.9286
Creiis             | score=0.9230
Poliwe             | score=1.0110
Yundjin            | score=0.8647
Kura               | score=0.9695
Nakashi            | score=1.0061
Wamizaw            | score=1.0186
Urano              | score=0.9964
Taino              | score=0.9636
Kajata             | score=1.0220
Soleu              | score=0.9637
Xuelen             | score=0.9777
Muraga             | score=1.0214
Wamlyn             | score=0.9510
Satie              | score=0.9637
İllova             | score=0.9747
Beate              | score=0.9636
Dosy               | score=0.9714
İna                | score=0.9384
Soto               | score=0.9714
Horiko             | score=1.0215
Phira              | score=0.9627
Sapatsu            | score=1.0068
Tsufuyo            | score=0.9417
Romen              | score=0.9966
Matsone            | score=1.0074
Haruba             | score=1.0215
Adryun             | score=0.9560
Tsusuki            | score=1.0072
Baarmit            | score=0.9747
Kizue              | score=0.9636
Koriko             | score=1.0216
Ashimot            | score=1.0060
Koshiro            | score=1.0060
Sylesei            | score=1.0077
Taigri             | score=0.9560
Uchiba             | score=0.9881
Konihar            | score=1.0404
Sararas            | score=1.0403
Malia              | score=0.9635
Anas               | score=0.9711
Bin                | score=0.9461
Shirou             | score=0.9544
Ben                | score=0.9461
Kuroni             | score=1.0215
Reider             | score=0.9889
Astanes            | score=1.0075
Zegiri             | score=1.0219
Matsugi            | score=1.0064
Elevier            | score=1.0076
Soran              | score=0.9965
Scufry             | score=0.9290
Nikaka             | score=1.0219
Cawandr            | score=0.7775
Eline              | score=0.9963
Maharo             | score=1.0218
Kiiri              | score=0.9637
Nit                | score=0.9461
Yori               | score=0.9110
Poche              | score=0.9637
Hitama             | score=1.0214
Sonihar            | score=1.0404
Eurenia            | score=0.9206
Spyr               | score=0.9114
Najina             | score=1.0220
Mouji              | score=0.9634
Asmira             | score=0.9888
Eniko              | score=0.9966
Elestia            | score=0.9744
Piria              | score=0.9636
Uraki              | score=0.9965
Shiwawa            | score=0.9855
Friw               | score=0.9004
Konoyam            | score=0.9744
Funa               | score=0.9714
Mizuchi            | score=1.0070
Aise               | score=0.9113
Gyllath            | score=0.9206
Nighrie            | score=0.8647
Najika             | score=1.0219
Mosahe             | score=1.0220
Calita             | score=1.0218
Sederia            | score=1.0075
Monnet             | score=0.9619
Ougi               | score=0.9113
Neju               | score=0.9714
Harusag            | score=1.0402
Kiress             | score=0.9620
Quan               | score=0.9273
Anthifa            | score=0.8977
Brooh              | score=0.9307
Mafding            | score=0.9207
Olya               | score=0.9114
Wist               | score=0.9004
Arsh               | score=0.8013
Shrin              | score=0.7997
Muuko              | score=0.9636
Artetpi            | score=0.9747
Kanau              | score=0.9633
Chad               | score=0.9114
Faolia             | score=0.9290
Ruba               | score=0.9714
Collait            | score=0.9747
Wantiss            | score=0.9097
Mriya              | score=0.8975
İngrasi            | score=0.8834
Kikuji             | score=1.0218
Vinia              | score=0.9636
Lilira             | score=1.0217
Kakoyar            | score=0.9745
Kunori             | score=1.0218
Utou               | score=0.9113
Sarahim            | score=1.0404
Hiromor            | score=1.0401
Maelene            | score=1.0074
Arian              | score=0.9630
İshi               | score=0.9307
Enah               | score=0.9714
Wamiber            | score=1.0297
Minamak            | score=1.0402
Unaga              | score=0.9962
Matsube            | score=1.0064
Akamoto            | score=1.0400
Marieg             | score=0.9881
Chtorim            | score=0.8435
Nayu               | score=0.8784
Mayaray            | score=0.8876
Furyn              | score=0.9967
Shaiter            | score=0.9747
Nonie              | score=0.9637
Kori               | score=0.9714
Seiki              | score=0.9636
Eorihl             | score=0.9559
Yanakos            | score=1.0072
Madbiel            | score=0.9747
Arcriel            | score=0.8641
Ornitan            | score=1.0076
Amanbis            | score=1.0076
Laushia            | score=0.9413
Tsunomi            | score=1.0072
Dandol             | score=0.9619
Maruri             | score=1.0216
Nakahar            | score=1.0401
Syonora            | score=1.0076
Hiyomi             | score=0.9287
İndeia             | score=0.8817
Monto              | score=0.9637
Elea               | score=0.9113
Baagin             | score=0.9890
Tsuraka            | score=1.0073
Sagata             | score=1.0218
Kushai             | score=0.9558
Surahis            | score=1.0406
Candyun            | score=0.9747
Tirisos            | score=1.0405
Hotane             | score=1.0219
Tokoo              | score=0.9635
Feven              | score=0.9967
Konjou             | score=0.9558
Belver             | score=0.9620
Nashima            | score=1.0058
Suerish            | score=0.9746
Bran               | score=0.9113
Kamau              | score=0.9633
Optars             | score=0.9290
Pandosy            | score=1.0077
Saimai             | score=0.9289
Yanako             | score=0.9614
Hoshibo            | score=1.0069
Balesta            | score=1.0076
Kaelie             | score=0.9288
Nister             | score=0.9617
Yamasak            | score=1.0066
Sor                | score=0.9461
Homokw             | score=0.9509
Kaiha              | score=0.9636
Hankai             | score=0.9559
Meyu               | score=0.8784
Orosaka            | score=1.0401
Kiaki              | score=0.9637
Shori              | score=0.9636
Sazaya             | score=0.9290
Phwina             | score=0.8410
Satsuno            | score=1.0065
Erine              | score=0.9964
Kotoyo             | score=0.9287
Matroon            | score=0.9747
Maburi             | score=1.0219
Annai              | score=0.9302
Sarage             | score=1.0216
Weg                | score=0.9351
Kaldevi            | score=1.0077
Dathla             | score=0.8520
Ardelmi            | score=0.9746
Nouka              | score=0.9634
Marahi             | score=1.0218
Mozuki             | score=1.0217
Sakayo             | score=0.9283
Kanimi             | score=1.0219
Kikoou             | score=0.9289
Hozaki             | score=1.0215
Kadomi             | score=1.0219
Ashele             | score=0.9889
Chinoka            | score=1.0071
Flatter            | score=0.9207
Chichis            | score=0.9203
Solina             | score=1.0218
Vayren             | score=0.9890
Eliel              | score=0.9637
Yuira              | score=0.8767
Radiswa            | score=0.9967
Sily               | score=0.9714
Mieya              | score=0.8437
Lana               | score=0.9713
Ante               | score=0.9383
Shiromi            | score=1.0065
Dette              | score=0.9634
Shizuke            | score=1.0072
Arielle            | score=0.9735
Ovis               | score=0.9714
Kayori             | score=0.9288
Rori               | score=0.9714
Annei              | score=0.9306
Terenti            | score=1.0075
Caralia            | score=1.0075
Shikiya            | score=0.9413
İilice             | score=1.0137
Celenta            | score=1.0074
Urdo               | score=0.9384
Gram               | score=0.9114
Youri              | score=0.8766
Nazuhi             | score=1.0219
Vola               | score=0.9714
İlluber            | score=0.9933
Valenia            | score=1.0075
Mizusak            | score=1.0403
Anderti            | score=0.9745
Nogu               | score=0.9714
Ainha              | score=0.9307
Sakara             | score=1.0213
Kenjou             | score=0.9557
İrorai             | score=0.9477
Notori             | score=1.0216
Hamako             | score=1.0217
Theria             | score=0.9557
Dorgan             | score=0.9620
Comeno             | score=1.0220
Shiroto            | score=1.0065
Ophea              | score=0.9307
Honoko             | score=1.0217
Joukami            | score=1.0071
Mizurot            | score=1.0404
Mashira            | score=1.0056
Ooka               | score=0.9112
İfuya              | score=0.8690
Rokoshi            | score=1.0071
Arislaw            | score=0.9965
Hatsuko            | score=1.0060
Kotoe              | score=0.9634
Anet               | score=0.9713
Siresia            | score=1.0076
Yumizot            | score=1.0075
Mitsuhi            | score=1.0071
Chindi             | score=0.9288
Clonel             | score=0.9620
Mikai              | score=0.9631
İthtach            | score=0.7963
Aldyn              | score=0.9637
Laidi              | score=0.9637
Kuchima            | score=1.0067
Rishiwa            | score=0.9957
Megumor            | score=1.0405
Angrets            | score=0.8107
Shine              | score=0.9626
Hasae              | score=0.9636
Yazash             | score=0.9560
Achto              | score=0.8537
Belrysh            | score=0.9207
Komari             | score=1.0213
Stersat            | score=0.9205
Tamahar            | score=1.0404
Kougawa            | score=0.9963
Hai                | score=0.9131
Yozuko             | score=0.9619
Dian               | score=0.9383
Lillyl             | score=0.9619
Minotok            | score=1.0405
Homiko             | score=1.0217
Oozeda             | score=0.9620
Tazusa             | score=1.0219
Nishira            | score=1.0055
Yoya               | score=0.7914
Zaa                | score=0.9131
Bagtana            | score=1.0076
Uy                 | score=0.8608
Bokumi             | score=1.0219
Rakusak            | score=1.0404
Kobisak            | score=1.0404
Kogamar            | score=1.0405
Nishiwa            | score=0.9955
Mizumi             | score=1.0214
Selva              | score=0.9637
Lyxia              | score=0.9527
Elqe               | score=0.9274
Chiyoho            | score=0.9415
Peraris            | score=1.0405
Yukiya             | score=0.8415
Nispily            | score=1.0077
Bichiga            | score=1.0072
Misama             | score=1.0217
Kuel               | score=0.9384
Asata              | score=0.9967
Kara               | score=0.9711
Hano               | score=0.9713
Annet              | score=0.9635
Banfan             | score=0.9620
Dorg               | score=0.9114
Rachim             | score=0.9612
Firyn              | score=0.9967
Beblahy            | score=1.0077
Miyami             | score=0.9277
Fujinag            | score=1.0403
Oriyama            | score=0.9197
Lae                | score=0.9131
Annavic            | score=1.0074
Asaki              | score=0.9953
Ootasar            | score=1.0077
Kuririk            | score=1.0404
Sakurae            | score=1.0066
Sirette            | score=1.0075
Karana             | score=1.0217
Armanie            | score=0.9747
Hatsusa            | score=1.0066
Evengor            | score=1.0077
Sagachi            | score=1.0072
Honika             | score=1.0220
Kamasaw            | score=1.0293
Shoe               | score=0.9054
Akishib            | score=1.0066
Juwas              | score=0.9857
Leid               | score=0.9384
Nonachi            | score=1.0072
Ooguri             | score=0.9618
Kouna              | score=0.9637
Ayus               | score=0.8784
Ceriste            | score=1.0075
Mardone            | score=1.0077
Hatsuba            | score=1.0065
Barjvin            | score=0.8437
Baeld              | score=0.9307
Pithti             | score=0.8520
Ochiyo             | score=0.8956
Hasami             | score=1.0217
Ela                | score=0.9461
Kajrol             | score=0.9620
Watyus             | score=0.9780
Akibawa            | score=1.0297
Kurto              | score=0.9637
Ushimi             | score=0.9877
Yauga              | score=0.8767
Shoudou            | score=0.9415
Hirokak            | score=1.0401
Quimele            | score=0.9967
Sylia              | score=0.9637
Rokuma             | score=1.0219
Hisami             | score=1.0217
Fen                | score=0.9461
Eriiksh            | score=0.8647
Arlon              | score=0.9636
Mae                | score=0.9131
Amasaki            | score=1.0398
Kirizum            | score=1.0404
Bench              | score=0.7997
Calia              | score=0.9634
Yakamas            | score=1.0071
Mineshi            | score=1.0074
Orwis              | score=0.9527
Noko               | score=0.9711
Kuragaw            | score=1.0290
Makhyou            | score=0.9417
Jinda              | score=0.9637
Fufis              | score=0.9967
Mirita             | score=1.0217
Yuushi             | score=0.8955
Marita             | score=1.0213
Arieda             | score=0.9616
Katsuna            | score=1.0064
Yoriyam            | score=0.8872
İrqaspi            | score=0.9494
Orimiya            | score=0.9198
Uriso              | score=0.9967
Moto               | score=0.9700
Mazusi             | score=1.0220
Vin                | score=0.9461
Kirokur            | score=1.0406
Rule               | score=0.9714
Misari             | score=1.0216
Joude              | score=0.9637
Yagiriy            | score=0.9205
Caorico            | score=1.0076
Kanazak            | score=1.0403
Nailia             | score=0.9288
Hogimur            | score=1.0405
Akama              | score=0.9958
İnzama             | score=0.9747
Sylyn              | score=0.9967
Oojo               | score=0.9114
Nart               | score=0.9114
Haori              | score=0.9636
Merra              | score=0.9637
Shigare            | score=1.0074
Chishiy            | score=0.9407
Kanaba             | score=1.0216
Dooldu             | score=0.9560
Kawagi             | score=1.0102
İizawa             | score=1.0025
